code,region,name,type1_attendances,type2_attendances,type3_attendances,total_attendances,type1_seen_4hr,type2_seen_4hr,type3_seen_4hr,total_seen_4hr,type1_breach_4hr,type2_breach_4hr,type3_breach_4hr,total_breach_4hr,pct_4hr_all,pct_4hr_type1,pct_4hr_type2,pct_4hr_type3,emerg_admissions_type1,emerg_admissions_type2,emerg_admissions_type3,total_emerg_admissions_ae,other_emerg_admissions,total_emerg_admissions,dtoa_over_4hr,dtoa_over_12hr,icb_name,financial_year,quarter,quarter_start_date,fy_quarter,region_short,performance_band,at_target,pct_4hr_all_pct,pct_4hr_type1_pct,pct_4hr_type2_pct,pct_4hr_type3_pct,is_local_trust
AJN,NHS England North East And Yorkshire ,Workington Health Limited,0.0,0.0,1361.0,1361.0,0,0,1361,1361,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cumbria and North East STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North East And Yorkshire ,,0,100.0,,,100.0,0
RCB,NHS England North East And Yorkshire ,York And Scarborough Teaching Hospitals NHS Foundation Trust,28269.0,1102.0,26702.0,56073.0,13589,1102,25294,39985,14680,0,1408,16088,0.7130882956146452,0.4807032438360041,1.0,0.947269867425661,10789.0,14.0,0.0,10803.0,4224.0,15027.0,4804.0,2744.0,"Humber, Coast and Vale STP",2022-23,2,2022-07-01,2022-23 Q2,NHS England North East And Yorkshire ,4. < 75% (severe),0,71.3,48.1,100.0,94.7,0
RBS,NHS England North West ,Alder Hey Children's NHS Foundation Trust,14735.0,0.0,0.0,14735.0,12177,0,0,12177,2558,0,0,2558,0.8263997285374958,0.8263997285374958,,,2807.0,0.0,0.0,2807.0,676.0,3483.0,0.0,0.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,3. 75-84%,0,82.6,82.6,,,0
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,25590.0,0.0,32815.0,58405.0,14017,0,32559,46576,11573,0,256,11829,0.7974659703792484,0.5477530285267682,,0.9921986896236478,7001.0,0.0,0.0,7001.0,3295.0,10296.0,4268.0,2754.0,Healthier Lancashire and South Cumbria,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,79.7,54.8,,99.2,0
RMC,NHS England North West ,Bolton NHS Foundation Trust,28147.0,0.0,4536.0,32683.0,15864,0,4476,20340,12283,0,60,12343,0.6223418902793502,0.5636124631399438,,0.9867724867724867,5723.0,0.0,137.0,5860.0,2036.0,7896.0,2870.0,1240.0,Greater Manchester Health and Social Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,62.2,56.4,,98.7,0
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,0.0,0.0,11057.0,11057.0,0,0,10728,10728,0,0,329,329,0.9702450936058604,,,0.9702450936058604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,,0,97.0,,,97.0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,19764.0,0.0,1416.0,21180.0,10665,0,1407,12072,9099,0,9,9108,0.569971671388102,0.5396174863387978,,0.9936440677966102,4213.0,0.0,0.0,4213.0,2692.0,6905.0,3505.0,1726.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,57.0,54.0,,99.4,0
RJN,NHS England North West ,East Cheshire NHS Trust,12671.0,0.0,74.0,12745.0,6748,0,74,6822,5923,0,0,5923,0.5352687328364064,0.532554652355773,,1.0,2590.0,0.0,0.0,2590.0,427.0,3017.0,1375.0,544.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,53.5,53.3,,100.0,0
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,30445.0,0.0,21055.0,51500.0,17858,0,20088,37946,12587,0,967,13554,0.7368155339805825,0.5865659385777632,,0.9540726668249822,11727.0,0.0,49.0,11776.0,3179.0,14955.0,3669.0,1478.0,Healthier Lancashire and South Cumbria,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,73.7,58.7,,95.4,0
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,29472.0,0.0,16511.0,45983.0,18814,0,16158,34972,10658,0,353,11011,0.7605419394123916,0.6383686210640608,,0.9786203137302404,7293.0,0.0,684.0,7977.0,3968.0,11945.0,4847.0,413.0,Healthier Lancashire and South Cumbria,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,76.1,63.8,,97.9,0
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,366.0,366.0,0.0,0.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,,0,,,,,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,51399.0,698.0,25749.0,77846.0,26239,698,24598,51535,25160,0,1151,26311,0.6620121778896796,0.5104963131578435,1.0,0.9552992349217444,15186.0,0.0,0.0,15186.0,4559.0,19745.0,7475.0,690.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,66.2,51.0,100.0,95.5,0
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,0.0,3831.0,0.0,3831.0,0,3454,0,3454,0,377,0,377,0.9015922735578178,,0.9015922735578178,,0.0,297.0,0.0,297.0,64.0,361.0,0.0,0.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,,0,90.2,,90.2,,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,84268.0,9089.0,26386.0,119743.0,37843,8467,24423,70733,46425,622,1963,49010,0.590706763652155,0.4490791284948023,0.9315656287820442,0.9256044872280756,22106.0,197.0,69.0,22372.0,5583.0,27955.0,10239.0,215.0,Greater Manchester Health and Social Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,59.1,44.9,93.2,92.6,0
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,0.0,0.0,34432.0,34432.0,0,0,33213,33213,0,0,1219,1219,0.9645968866171004,,,0.9645968866171004,0.0,0.0,0.0,0.0,292.0,292.0,0.0,0.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,,0,96.5,,,96.5,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,20155.0,0.0,7843.0,27998.0,9129,0,7744,16873,11026,0,99,11125,0.6026501892992356,0.4529397171917638,,0.9873772791023844,6566.0,0.0,0.0,6566.0,2334.0,8900.0,3083.0,938.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,60.3,45.3,,98.7,0
Y02532,NHS England North West ,Miriam Minor Emergency,0.0,0.0,5558.0,5558.0,0,0,5558,5558,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,,0,100.0,,,100.0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,70064.0,0.0,17041.0,87105.0,35857,0,16083,51940,34207,0,958,35165,0.5962918316973768,0.511774948618406,,0.9437826418637404,17346.0,0.0,1078.0,18424.0,4111.0,22535.0,7572.0,2345.0,Greater Manchester Health and Social Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,59.6,51.2,,94.4,0
NV693,NHS England North West ,Rossendale Miu & Ooh,0.0,0.0,3003.0,3003.0,0,0,2995,2995,0,0,8,8,0.9973359973359972,,,0.9973359973359972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthier Lancashire and South Cumbria,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,,0,99.7,,,99.7,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,0.0,0.0,4460.0,4460.0,0,0,4427,4427,0,0,33,33,0.9926008968609864,,,0.9926008968609864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Healthier Lancashire and South Cumbria,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,,0,99.3,,,99.3,0
RVY,NHS England North West ,Southport And Ormskirk Hospital NHS Trust,22368.0,0.0,8290.0,30658.0,14201,0,8290,22491,8167,0,0,8167,0.7336094983364864,0.6348801859799714,,1.0,5622.0,0.0,0.0,5622.0,311.0,5933.0,2536.0,668.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,73.4,63.5,,100.0,0
RBN,NHS England North West ,St Helens And Knowsley Teaching Hospitals NHS Trust,28579.0,0.0,14708.0,43287.0,13047,0,14176,27223,15532,0,532,16064,0.6288955113544482,0.4565240211343994,,0.9638292085939624,13623.0,0.0,0.0,13623.0,1117.0,14740.0,939.0,0.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,62.9,45.7,,96.4,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,27371.0,0.0,0.0,27371.0,16682,0,0,16682,10689,0,0,10689,0.6094771838807497,0.6094771838807497,,,7723.0,0.0,0.0,7723.0,2018.0,9741.0,3540.0,771.0,Greater Manchester Health and Social Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,60.9,60.9,,,0
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,23559.0,0.0,6769.0,30328.0,13111,0,6769,19880,10448,0,0,10448,0.6554998681086784,0.556517679018634,,1.0,5387.0,0.0,0.0,5387.0,1431.0,6818.0,2274.0,627.0,Greater Manchester Health and Social Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,65.5,55.7,,100.0,0
RBV,NHS England North West ,The Christie NHS Foundation Trust,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,1835.0,1835.0,0.0,0.0,Greater Manchester Health and Social Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,,0,,,,,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,508.0,508.0,0.0,0.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,,0,,,,,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,25611.0,0.0,9270.0,34881.0,15680,0,8862,24542,9931,0,408,10339,0.7035922135259883,0.6122369294443794,,0.9559870550161812,7331.0,0.0,60.0,7391.0,2448.0,9839.0,3045.0,1250.0,Healthier Lancashire and South Cumbria,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,70.4,61.2,,95.6,0
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,21361.0,0.0,8350.0,29711.0,12997,0,8084,21081,8364,0,266,8630,0.7095351889872438,0.6084452975047985,,0.9681437125748504,6193.0,0.0,0.0,6193.0,652.0,6845.0,3565.0,1433.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,71.0,60.8,,96.8,0
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,0.0,0.0,13773.0,13773.0,0,0,13635,13635,0,0,138,138,0.9899803964277936,,,0.9899803964277936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,,0,99.0,,,99.0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,23381.0,0.0,8710.0,32091.0,11974,0,8567,20541,11407,0,143,11550,0.6400860054220809,0.5121252298875155,,0.9835820895522388,5880.0,0.0,0.0,5880.0,4664.0,10544.0,2401.0,242.0,Cheshire and Merseyside STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,64.0,51.2,,98.4,0
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust",23735.0,0.0,14530.0,38265.0,12194,0,14442,26636,11541,0,88,11629,0.6960930354109499,0.5137560564567095,,0.9939435650378527,6209.0,0.0,0.0,6209.0,1454.0,7663.0,3490.0,433.0,Greater Manchester Health and Social Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England North West ,4. < 75% (severe),0,69.6,51.4,,99.4,0
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,30454.0,0.0,0.0,30454.0,17646,0,0,17646,12808,0,0,12808,0.5794312733959415,0.5794312733959415,,,6908.0,0.0,0.0,6908.0,3548.0,10456.0,1006.0,8.0,Surrey Heartlands Health & Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,57.9,57.9,,,0
NTV0B,NHS England South East ,Ashford Walk-In-Centre,0.0,0.0,8067.0,8067.0,0,0,8036,8036,0,0,31,31,0.9961571835874552,,,0.9961571835874552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Surrey Heartlands Health & Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,99.6,,,99.6,0
NQT10,NHS England South East ,Assura Reading Llp,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,,,,,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,0.0,0.0,2206.0,2206.0,0,0,2194,2194,0,0,12,12,0.9945602901178604,,,0.9945602901178604,0.0,0.0,33.0,33.0,0.0,33.0,0.0,0.0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,99.5,,,99.5,0
Y04538,NHS England South East ,Bracknell Urgent Care Centre Wic,0.0,0.0,9099.0,9099.0,0,0,9099,9099,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frimley Health & Care Ics (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,100.0,,,100.0,0
Y02676,NHS England South East ,Brighton Station Health Centre,0.0,0.0,4623.0,4623.0,0,0,4622,4622,0,0,1,1,0.99978369024443,,,0.99978369024443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sussex Health and Care Partnership STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,100.0,,,100.0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,25189.0,3370.0,7312.0,35871.0,15086,3370,7145,25601,10103,0,167,10270,0.7136963006328232,0.5989122235896621,1.0,0.9771608315098468,10421.0,2295.0,0.0,12716.0,2867.0,15583.0,1896.0,0.0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,71.4,59.9,100.0,97.7,0
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,32057.0,0.0,10658.0,42715.0,21441,0,10627,32068,10616,0,31,10647,0.7507432986070467,0.6688398789655925,,0.9970913867517358,7801.0,0.0,0.0,7801.0,996.0,8797.0,2173.0,1.0,Kent and Medway STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,75.1,66.9,,99.7,0
Y00751,NHS England South East ,East Berks Primary Care Ooh(Wam),0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Frimley Health & Care Ics (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,,,,,0
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,51853.0,0.0,15606.0,67459.0,29832,0,15482,45314,22021,0,124,22145,0.6717265301887072,0.5753186893718782,,0.9920543380750994,11435.0,0.0,1233.0,12668.0,4567.0,17235.0,5450.0,3120.0,Kent and Medway STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,67.2,57.5,,99.2,0
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,28857.0,0.0,9295.0,38152.0,16097,0,9102,25199,12760,0,193,12953,0.6604896204655064,0.5578195931663028,,0.9792361484669176,9250.0,0.0,0.0,9250.0,1699.0,10949.0,519.0,0.0,Sussex Health and Care Partnership STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,66.0,55.8,,97.9,0
NDJ,NHS England South East ,First Community Health And Care Cic,0.0,0.0,5516.0,5516.0,0,0,5516,5516,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sussex Health and Care Partnership STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,100.0,,,100.0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,58951.0,0.0,0.0,58951.0,-,-,-,-,-,-,-,-,,,,,12093.0,0.0,0.0,12093.0,877.0,12970.0,4754.0,0.0,Frimley Health & Care Ics (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,,,,,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,33509.0,0.0,1578.0,35087.0,21398,0,1578,22976,12111,0,0,12111,0.6548294240031921,0.6385747112715987,,1.0,10809.0,0.0,0.0,10809.0,2726.0,13535.0,2716.0,13.0,Hampshire and The Isle of Wight STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,65.5,63.9,,100.0,0
NDA57,NHS England South East ,Haslemere Minor Injuries Unit,0.0,0.0,1822.0,1822.0,0,0,1814,1814,0,0,8,8,0.995609220636663,,,0.995609220636663,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,Surrey Heartlands Health & Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,99.6,,,99.6,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,10889.0,0.0,6813.0,17702.0,6772,0,6811,13583,4117,0,2,4119,0.7673144277482771,0.6219120213059051,,0.9997064435637752,3199.0,0.0,0.0,3199.0,642.0,3841.0,1544.0,202.0,Hampshire and The Isle of Wight STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,76.7,62.2,,100.0,0
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,0.0,0.0,23921.0,23921.0,0,0,23839,23839,0,0,82,82,0.9965720496634756,,,0.9965720496634756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kent and Medway STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,99.7,,,99.7,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,50239.0,0.0,7358.0,57597.0,41622,0,7255,48877,8617,0,103,8720,0.8486032258624581,0.8284798662393758,,0.986001630877956,15155.0,0.0,0.0,15155.0,2715.0,17870.0,1785.0,59.0,Kent and Medway STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,3. 75-84%,0,84.9,82.8,,98.6,0
RPA,NHS England South East ,Medway NHS Foundation Trust,25124.0,0.0,21140.0,46264.0,14126,0,18983,33109,10998,0,2157,13155,0.7156536399792496,0.5622512338799555,,0.8979659413434248,7191.0,0.0,0.0,7191.0,2759.0,9950.0,3274.0,452.0,Kent and Medway STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,71.6,56.2,,89.8,0
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,0.0,0.0,3461.0,3461.0,0,0,3075,3075,0,0,386,386,0.8884715400173361,,,0.8884715400173361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,88.8,,,88.8,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,36849.0,4562.0,1490.0,42901.0,20819,4562,1451,26832,16030,0,39,16069,0.6254399664343488,0.5649814106217265,1.0,0.9738255033557048,10469.0,321.0,49.0,10839.0,11251.0,22090.0,3013.0,3.0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,62.5,56.5,100.0,97.4,0
AQN04,NHS England South East ,Phl Lymington Utc,0.0,0.0,7870.0,7870.0,0,0,7558,7558,0,0,312,312,0.9603557814485388,,,0.9603557814485388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hampshire and The Isle of Wight STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,96.0,,,96.0,0
RHU,NHS England South East ,Portsmouth Hospitals University National Health Service Trust,28552.0,2047.0,10031.0,40630.0,-,-,-,-,-,-,-,-,,,,,9444.0,0.0,0.0,9444.0,7496.0,16940.0,4751.0,10.0,Hampshire and The Isle of Wight STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,,,,,0
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,0.0,0.0,16445.0,16445.0,0,0,16184,16184,0,0,261,261,0.9841289145636972,,,0.9841289145636972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hampshire and The Isle of Wight STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,98.4,,,98.4,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,0.0,0.0,17175.0,17175.0,0,0,16440,16440,0,0,735,735,0.9572052401746723,,,0.9572052401746723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hampshire and The Isle of Wight STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,95.7,,,95.7,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,0.0,0.0,4472.0,4472.0,0,0,4459,4459,0,0,13,13,0.997093023255814,,,0.997093023255814,0.0,0.0,19.0,19.0,1749.0,1768.0,0.0,0.0,Sussex Health and Care Partnership STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,99.7,,,99.7,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,36127.0,6371.0,0.0,42498.0,24397,6283,0,30680,11730,88,0,11818,0.72191632547414,0.6753120934481136,0.9861874117093078,,8139.0,3.0,0.0,8142.0,2526.0,10668.0,1258.0,0.0,"Buckinghamshire, Oxfordshire and Berkshire West STP",2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,72.2,67.5,98.6,,0
RA2,NHS England South East ,Royal Surrey County Hospital NHS Foundation Trust,19461.0,0.0,0.0,19461.0,9797,0,0,9797,9664,0,0,9664,0.5034170905914392,0.5034170905914392,,,6247.0,0.0,0.0,6247.0,2549.0,8796.0,1733.0,0.0,Surrey Heartlands Health & Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,50.3,50.3,,,0
RW1,NHS England South East ,Southern Health NHS Foundation Trust,0.0,0.0,6375.0,6375.0,0,0,6218,6218,0,0,157,157,0.9753725490196078,,,0.9753725490196078,0.0,0.0,7.0,7.0,462.0,469.0,0.0,0.0,Hampshire and The Isle of Wight STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,97.5,,,97.5,0
NQT51,NHS England South East ,Station Plaza Health Centre,0.0,0.0,5279.0,5279.0,0,0,5279,5279,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sussex Health and Care Partnership STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,100.0,,,100.0,0
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,28704.0,0.0,3168.0,31872.0,17272,0,3168,20440,11432,0,0,11432,0.6413152610441767,0.6017279821627648,,1.0,7424.0,0.0,0.0,7424.0,1128.0,8552.0,3842.0,512.0,Surrey Heartlands Health & Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,64.1,60.2,,100.0,0
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,0.0,0.0,34008.0,34008.0,0,0,32962,32962,0,0,1046,1046,0.9692425311691368,,,0.9692425311691368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sussex Health and Care Partnership STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,96.9,,,96.9,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,33042.0,4076.0,0.0,37118.0,20834,3993,0,24827,12208,83,0,12291,0.6688668570504877,0.6305308395375583,0.9796368989205104,,9347.0,25.0,0.0,9372.0,3982.0,13354.0,1157.0,8.0,Hampshire and The Isle of Wight STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,66.9,63.1,98.0,,0
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,61577.0,4246.0,21957.0,87780.0,30428,4231,15542,50201,31149,15,6415,37579,0.5718956482114377,0.4941455413547266,0.9964672633066416,0.7078380470920436,16938.0,109.0,734.0,17781.0,4435.0,22216.0,7521.0,2591.0,Sussex Health and Care Partnership STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,4. < 75% (severe),0,57.2,49.4,99.6,70.8,0
ACH01,NHS England South East ,Whitstable Medical Practice,0.0,0.0,12949.0,12949.0,0,0,12949,12949,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kent and Medway STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,100.0,,,100.0,0
NTV0W,NHS England South East ,Woking Walk In Centre,0.0,0.0,9151.0,9151.0,0,0,8956,8956,0,0,195,195,0.9786908534586384,,,0.9786908534586384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Surrey Heartlands Health & Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England South East ,,0,97.9,,,97.9,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,68.0,68.0,194.0,262.0,0.0,0.0,Cornwall and The Isles of Scilly Health & Social Care Partnership (STP),2022-23,2,2022-07-01,2022-23 Q2,NHS England South West ,,0,,,,,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,13354.0,0.0,8877.0,22231.0,7150,0,8867,16017,6204,0,10,6214,0.7204804102379561,0.5354200988467874,,0.9988734932972853,3679.0,0.0,0.0,3679.0,1233.0,4912.0,329.0,35.0,Dorset STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South West ,4. < 75% (severe),0,72.0,53.5,,99.9,0
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,1.0,1.0,4.0,5.0,0.0,0.0,Dorset STP,2022-23,2,2022-07-01,2022-23 Q2,NHS England South West ,,0,,,,,0
