code,region,name,type1_attendances,type2_attendances,type3_attendances,total_attendances,type1_seen_4hr,type2_seen_4hr,type3_seen_4hr,total_seen_4hr,type1_breach_4hr,type2_breach_4hr,type3_breach_4hr,total_breach_4hr,pct_4hr_all,pct_4hr_type1,pct_4hr_type2,pct_4hr_type3,emerg_admissions_type1,emerg_admissions_type2,emerg_admissions_type3,total_emerg_admissions_ae,other_emerg_admissions,total_emerg_admissions,dtoa_over_4hr,dtoa_over_12hr,icb_name,financial_year,quarter,quarter_start_date,fy_quarter,region_short,performance_band,at_target,pct_4hr_all_pct,pct_4hr_type1_pct,pct_4hr_type2_pct,pct_4hr_type3_pct,is_local_trust
R1K,NHS England London,London North West University Healthcare NHS Trust,33354.0,0.0,45400.0,78754.0,20991,0,44272,65263,12363,0,1128,13491,0.8286944155217513,0.6293398093182228,,0.9751541850220264,16222.0,0.0,0.0,16222.0,3818.0,20040.0,3819.0,29.0,North West London Health & Care Partnership (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,4. < 75% (severe),0,82.9,62.9,,97.5,0
RP6,NHS England London,Moorfields Eye Hospital NHS Foundation Trust,0.0,19673.0,0.0,19673.0,0,19559,0,19559,0,114,0,114,0.9942052559345296,,0.9942052559345296,,0.0,47.0,0.0,47.0,525.0,572.0,0.0,0.0,North London Partners In Health & Care (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,,0,99.4,,99.4,,0
RAT,NHS England London,North East London NHS Foundation Trust,0.0,0.0,11857.0,11857.0,0,0,11750,11750,0,0,107,107,0.990975794889095,,,0.990975794889095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,East London Health & Care Partnership (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,,0,99.1,,,99.1,0
RAP,NHS England London,North Middlesex University Hospital NHS Trust,25365.0,1268.0,17297.0,43930.0,16843,1268,16582,34693,8522,0,715,9237,0.7897336671978147,0.6640252316183718,1.0,0.958663352026363,7013.0,0.0,0.0,7013.0,950.0,7963.0,3128.0,13.0,North London Partners In Health & Care (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,4. < 75% (severe),0,79.0,66.4,100.0,95.9,0
RT3,NHS England London,Royal Brompton & Harefield NHS Foundation Trust,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,875.0,875.0,0.0,0.0,North West London Health & Care Partnership (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,,0,,,,,0
RAL,NHS England London,Royal Free London NHS Foundation Trust,56578.0,0.0,10770.0,67348.0,43916,0,10760,54676,12662,0,10,12672,0.811842964898735,0.7762027643253562,,0.999071494893222,12042.0,0.0,0.0,12042.0,2892.0,14934.0,3288.0,253.0,North London Partners In Health & Care (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,3. 75-84%,0,81.2,77.6,,99.9,0
RAN,NHS England London,Royal National Orthopaedic Hospital NHS Trust,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,128.0,128.0,0.0,0.0,North London Partners In Health & Care (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,,0,,,,,0
RJ7,NHS England London,St George's University Hospitals NHS Foundation Trust,35243.0,0.0,3470.0,38713.0,28013,0,3470,31483,7230,0,0,7230,0.8132410301449126,0.7948528785858184,,1.0,9163.0,0.0,0.0,9163.0,2512.0,11675.0,1266.0,44.0,South West London Health & Care Partnership (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,3. 75-84%,0,81.3,79.5,,100.0,0
RAS,NHS England London,The Hillingdon Hospitals NHS Foundation Trust,15894.0,0.0,21337.0,37231.0,9207,0,20916,30123,6687,0,421,7108,0.8090838279928017,0.5792751981879954,,0.9802690162628298,5177.0,0.0,0.0,5177.0,1009.0,6186.0,2233.0,27.0,North West London Health & Care Partnership (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,4. < 75% (severe),0,80.9,57.9,,98.0,0
Y03094,NHS England London,The Junction Hc - Unregistered Patients,0.0,0.0,7785.0,7785.0,0,0,7785,7785,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South West London Health & Care Partnership (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,,0,100.0,,,100.0,0
Y03218,NHS England London,The Pinn Unregistered Wic,0.0,0.0,11089.0,11089.0,0,0,11089,11089,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North West London Health & Care Partnership (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,,0,100.0,,,100.0,0
RRV,NHS England London,University College London Hospitals NHS Foundation Trust,33233.0,0.0,0.0,33233.0,27010,0,0,27010,6223,0,0,6223,0.8127463665633557,0.8127463665633557,,,5762.0,0.0,0.0,5762.0,981.0,6743.0,1084.0,21.0,North London Partners In Health & Care (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,3. 75-84%,0,81.3,81.3,,,0
Y02147,NHS England London,Urgent Care Centre (Qms),0.0,0.0,23481.0,23481.0,0,0,22709,22709,0,0,772,772,0.9671223542438568,,,0.9671223542438568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Our Healthier South East London STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England London,,0,96.7,,,96.7,0
RKE,NHS England London,Whittington Health NHS Trust,24858.0,0.0,0.0,24858.0,20380,0,0,20380,4478,0,0,4478,0.8198567865475903,0.8198567865475903,,,3383.0,0.0,0.0,3383.0,277.0,3660.0,1156.0,27.0,North London Partners In Health & Care (STP),2019-20,4,2020-01-01,2019-20 Q4,NHS England London,3. 75-84%,0,82.0,82.0,,,0
NL7,NHS England Midlands ,Assura Vertis Urgent Care Centres (Birmingham),0.0,0.0,15678.0,15678.0,0,0,15678,15678,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham and Solihull STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
8J094,NHS England Midlands ,Badger Ltd,0.0,0.0,6995.0,6995.0,0,0,6983,6983,0,0,12,12,0.9982844889206576,,,0.9982844889206576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham and Solihull STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,99.8,,,99.8,0
M85813,NHS England Midlands ,Birmingham Wic,0.0,0.0,8696.0,8696.0,0,0,8696,8696,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham and Solihull STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
RQ3,NHS England Midlands ,Birmingham Women's And Children's NHS Foundation Trust,13418.0,0.0,0.0,13418.0,12133,0,0,12133,1285,0,0,1285,0.9042331196899688,0.9042331196899688,,,2736.0,0.0,0.0,2736.0,576.0,3312.0,0.0,0.0,Birmingham and Solihull STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,2. 85-94%,0,90.4,90.4,,,0
RFS,NHS England Midlands ,Chesterfield Royal Hospital NHS Foundation Trust,16797.0,0.0,4569.0,21366.0,11537,0,4567,16104,5260,0,2,5262,0.7537208649255827,0.6868488420551289,,0.9995622674545852,6381.0,0.0,0.0,6381.0,2558.0,8939.0,1101.0,1.0,Joined Up Care Derbyshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,75.4,68.7,,100.0,0
Y03571,NHS England Midlands ,Corby Urgent Care Centre,0.0,0.0,19380.0,19380.0,0,0,19365,19365,0,0,15,15,0.9992260061919505,,,0.9992260061919505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Northamptonshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,99.9,,,99.9,0
RYG,NHS England Midlands ,Coventry And Warwickshire Partnership NHS Trust,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,28.0,28.0,184.0,212.0,0.0,0.0,Coventry and Warwickshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,,,,,0
RY8,NHS England Midlands ,Derbyshire Community Health Services NHS Foundation Trust,0.0,0.0,16638.0,16638.0,0,0,16634,16634,0,0,4,4,0.9997595864887606,,,0.9997595864887606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joined Up Care Derbyshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
NNJ,NHS England Midlands ,Dhu Health Care C.I.C,0.0,0.0,4459.0,4459.0,0,0,4459,4459,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joined Up Care Derbyshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
Y03007,NHS England Midlands ,Erdington GP Health & Wellbeing Wic,0.0,0.0,5500.0,5500.0,0,0,5500,5500,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham and Solihull STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
RLT,NHS England Midlands ,George Eliot Hospital NHS Trust,18981.0,0.0,0.0,18981.0,14384,0,0,14384,4597,0,0,4597,0.7578104420209684,0.7578104420209684,,,3563.0,0.0,0.0,3563.0,196.0,3759.0,1740.0,21.0,Coventry and Warwickshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,3. 75-84%,0,75.8,75.8,,,0
RNQ,NHS England Midlands ,Kettering General Hospital NHS Foundation Trust,20630.0,0.0,0.0,20630.0,-,-,-,-,-,-,-,-,,,,,6262.0,0.0,0.0,6262.0,1285.0,7547.0,1745.0,0.0,Northamptonshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,,,,,0
C82038,NHS England Midlands ,Latham House Medical Practice,0.0,0.0,757.0,757.0,0,0,757,757,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leicester, Leicestershire and Rutland STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
RY5,NHS England Midlands ,Lincolnshire Community Health Services NHS Trust,0.0,0.0,27165.0,27165.0,0,0,26554,26554,0,0,611,611,0.9775078225658016,,,0.9775078225658016,4.0,1.0,3.0,8.0,9.0,17.0,0.0,0.0,Lincolnshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,97.8,,,97.8,0
NNJ0H,NHS England Midlands ,Llr Ea - The Merlyn Vaz Health & Social Care Centre,0.0,0.0,5752.0,5752.0,0,0,5752,5752,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leicester, Leicestershire and Rutland STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
NJS05,NHS England Midlands ,Loughborough Urgent Care Centre,0.0,0.0,13208.0,13208.0,0,0,12951,12951,0,0,257,257,0.980542095699576,,,0.980542095699576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leicester, Leicestershire and Rutland STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,98.1,,,98.1,0
NNJ12,NHS England Midlands ,Market Harborough,0.0,0.0,1499.0,1499.0,0,0,1499,1499,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leicester, Leicestershire and Rutland STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
C82009,NHS England Midlands ,Market Harborough Med.Ctr,0.0,0.0,609.0,609.0,0,0,609,609,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leicester, Leicestershire and Rutland STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
NNJ13,NHS England Midlands ,Melton Mowbray,0.0,0.0,1070.0,1070.0,0,0,1070,1070,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leicester, Leicestershire and Rutland STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
RNS,NHS England Midlands ,Northampton General Hospital NHS Trust,23766.0,2894.0,3746.0,30406.0,16287,2862,3736,22885,7479,32,10,7521,0.7526475037821483,0.6853067407220399,0.9889426399447132,0.997330485851575,6917.0,0.0,0.0,6917.0,3158.0,10075.0,1958.0,0.0,Northamptonshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,75.3,68.5,98.9,99.7,0
NR3,NHS England Midlands ,Nottingham Citycare Partnership,0.0,0.0,13237.0,13237.0,0,0,13219,13219,0,0,18,18,0.998640175266299,,,0.998640175266299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nottingham and Nottinghamshire Health and Care STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,99.9,,,99.9,0
RX1,NHS England Midlands ,Nottingham University Hospitals NHS Trust,42839.0,4532.0,568.0,47939.0,-,-,-,-,-,-,-,-,,,,,11438.0,0.0,0.0,11438.0,8715.0,20153.0,4972.0,218.0,Nottingham and Nottinghamshire Health and Care STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,,,,,0
NNJ14,NHS England Midlands ,Oadby,0.0,0.0,6781.0,6781.0,0,0,6781,6781,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leicester, Leicestershire and Rutland STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
NNJ15,NHS England Midlands ,Oakham,0.0,0.0,998.0,998.0,0,0,998,998,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leicester, Leicestershire and Rutland STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
C82010,NHS England Midlands ,Oakham Medical Practice,0.0,0.0,741.0,741.0,0,0,741,741,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Leicester, Leicestershire and Rutland STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
RXK,NHS England Midlands ,Sandwell And West Birmingham Hospitals NHS Trust,38757.0,2916.0,7563.0,49236.0,26656,2826,7540,37022,12101,90,23,12214,0.7519294824924851,0.6877725314136801,0.9691358024691358,0.996958878751818,9034.0,76.0,0.0,9110.0,1610.0,10720.0,2135.0,0.0,The Black Country and West Birmingham STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,75.2,68.8,96.9,99.7,0
RK5,NHS England Midlands ,Sherwood Forest Hospitals NHS Foundation Trust,24990.0,0.0,11852.0,36842.0,21255,0,11559,32814,3735,0,293,4028,0.8906682590521687,0.8505402160864346,,0.9752784340195748,9171.0,0.0,37.0,9208.0,1213.0,10421.0,772.0,23.0,Nottingham and Nottinghamshire Health and Care STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,2. 85-94%,0,89.1,85.1,,97.5,0
RXW,NHS England Midlands ,Shrewsbury And Telford Hospital NHS Trust,25865.0,0.0,4788.0,30653.0,15564,0,4687,20251,10301,0,101,10402,0.6606531171500343,0.6017398028223468,,0.97890559732665,6828.0,0.0,151.0,6979.0,6030.0,13009.0,4094.0,692.0,Shropshire and Telford and Wrekin STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,66.1,60.2,,97.9,0
R1D,NHS England Midlands ,Shropshire Community Health NHS Trust,0.0,0.0,6196.0,6196.0,0,0,6185,6185,0,0,11,11,0.9982246610716592,,,0.9982246610716592,0.0,0.0,0.0,0.0,60.0,60.0,0.0,0.0,Shropshire and Telford and Wrekin STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,99.8,,,99.8,0
C83023,NHS England Midlands ,Sleaford Medical Group,0.0,0.0,1498.0,1498.0,0,0,1498,1498,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,Lincolnshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
Y02615,NHS England Midlands ,South Birmingham GP Walk In Centre,0.0,0.0,17916.0,17916.0,0,0,17916,17916,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Birmingham and Solihull STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
RJC,NHS England Midlands ,South Warwickshire NHS Foundation Trust,16421.0,0.0,1584.0,18005.0,14107,0,1584,15691,2314,0,0,2314,0.8714801444043321,0.8590828816759029,,1.0,5001.0,0.0,0.0,5001.0,747.0,5748.0,157.0,0.0,Coventry and Warwickshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,2. 85-94%,0,87.1,85.9,,100.0,0
Y02961,NHS England Midlands ,Summerfield GP Surg & Urgent Care Centre,0.0,0.0,9231.0,9231.0,0,0,9231,9231,0,0,0,0,1.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The Black Country and West Birmingham STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,100.0,,,100.0,0
RNA,NHS England Midlands ,The Dudley Group NHS Foundation Trust,23293.0,0.0,16708.0,40001.0,16427,0,16539,32966,6866,0,169,7035,0.8241293967650809,0.7052333319022882,,0.9898850849892268,7037.0,0.0,0.0,7037.0,2675.0,9712.0,2570.0,121.0,The Black Country and West Birmingham STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,82.4,70.5,,99.0,0
RL1,NHS England Midlands ,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,,,,,0.0,0.0,0.0,0.0,82.0,82.0,0.0,0.0,Shropshire and Telford and Wrekin STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,,0,,,,,0
RL4,NHS England Midlands ,The Royal Wolverhampton NHS Trust,33652.0,0.0,24093.0,57745.0,23974,0,23696,47670,9678,0,397,10075,0.8255260195687938,0.7124093664566742,,0.9835221848669738,7914.0,0.0,0.0,7914.0,2869.0,10783.0,2191.0,30.0,The Black Country and West Birmingham STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,82.6,71.2,,98.4,0
RWD,NHS England Midlands ,United Lincolnshire Hospitals NHS Trust,32969.0,0.0,12209.0,45178.0,19185,0,12132,31317,13784,0,77,13861,0.6931913763336137,0.581910279353332,,0.9936931771643868,11196.0,0.0,0.0,11196.0,3078.0,14274.0,3863.0,1.0,Lincolnshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,69.3,58.2,,99.4,0
RRK,NHS England Midlands ,University Hospitals Birmingham NHS Foundation Trust,84588.0,0.0,12385.0,96973.0,51940,0,12143,64083,32648,0,242,32890,0.6608334278613635,0.6140350877192983,,0.9804602341542188,30156.0,0.0,3517.0,33673.0,9201.0,42874.0,12540.0,14.0,Birmingham and Solihull STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,66.1,61.4,,98.0,0
RKB,NHS England Midlands ,University Hospitals Coventry And Warwickshire NHS Trust,34244.0,5479.0,17896.0,57619.0,23336,5471,17633,46440,10908,8,263,11179,0.8059841371769729,0.6814624459759374,0.998539879540062,0.9853039785426913,12169.0,275.0,7.0,12451.0,1782.0,14233.0,1533.0,0.0,Coventry and Warwickshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,80.6,68.1,99.9,98.5,0
RTG,NHS England Midlands ,University Hospitals Of Derby And Burton NHS Foundation Trust,46937.0,0.0,27811.0,74748.0,28870,0,27755,56625,18067,0,56,18123,0.7575453523840103,0.615079787800669,,0.9979864082557262,14380.0,0.0,244.0,14624.0,5181.0,19805.0,2098.0,17.0,Joined Up Care Derbyshire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,75.8,61.5,,99.8,0
RWE,NHS England Midlands ,University Hospitals Of Leicester NHS Trust,52817.0,4341.0,0.0,57158.0,34193,4248,0,38441,18624,93,0,18717,0.6725392770915707,0.647386258212318,0.9785763648928818,,14118.0,13.0,0.0,14131.0,9623.0,23754.0,5217.0,32.0,"Leicester, Leicestershire and Rutland STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,67.3,64.7,97.9,,0
RJE,NHS England Midlands ,University Hospitals Of North Midlands NHS Trust,39842.0,1264.0,17767.0,58873.0,26773,1264,17650,45687,13069,0,117,13186,0.7760263618297012,0.6719793183073139,1.0,0.9934147576968536,17249.0,0.0,0.0,17249.0,7685.0,24934.0,3844.0,280.0,Staffordshire and Stoke On Trent STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,77.6,67.2,100.0,99.3,0
RBK,NHS England Midlands ,Walsall Healthcare NHS Trust,19718.0,0.0,10725.0,30443.0,14148,0,10725,24873,5570,0,0,5570,0.817035114804717,0.7175169895526929,,1.0,7121.0,0.0,0.0,7121.0,2281.0,9402.0,929.0,1.0,The Black Country and West Birmingham STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,81.7,71.8,,100.0,0
RWP,NHS England Midlands ,Worcestershire Acute Hospitals NHS Trust,29388.0,0.0,14120.0,43508.0,18915,0,14109,33024,10473,0,11,10484,0.7590328215500598,0.643630053082891,,0.9992209631728044,9472.0,0.0,0.0,9472.0,3084.0,12556.0,3366.0,256.0,Herefordshire and Worcestershire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,75.9,64.4,,99.9,0
RLQ,NHS England Midlands ,Wye Valley NHS Trust,14250.0,0.0,0.0,14250.0,10494,0,0,10494,3756,0,0,3756,0.736421052631579,0.736421052631579,,,4309.0,0.0,0.0,4309.0,612.0,4921.0,378.0,6.0,Herefordshire and Worcestershire STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England Midlands ,4. < 75% (severe),0,73.6,73.6,,,0
RCF,NHS England North East And Yorkshire ,Airedale NHS Foundation Trust,13876.0,1630.0,128.0,15634.0,11442,1630,128,13200,2434,0,0,2434,0.8443136753230139,0.8245892187950418,1.0,1.0,4345.0,0.0,0.0,4345.0,2237.0,6582.0,96.0,0.0,West Yorkshire and Harrogate (Health & Care Partnership) STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,3. 75-84%,0,84.4,82.5,100.0,100.0,0
RFF,NHS England North East And Yorkshire ,Barnsley Hospital NHS Foundation Trust,22776.0,0.0,0.0,22776.0,20384,0,0,20384,2392,0,0,2392,0.8949771689497716,0.8949771689497716,,,6568.0,0.0,0.0,6568.0,1500.0,8068.0,365.0,0.0,South Yorkshire and Bassetlaw STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,2. 85-94%,0,89.5,89.5,,,0
RAE,NHS England North East And Yorkshire ,Bradford Teaching Hospitals NHS Foundation Trust,28017.0,0.0,3447.0,31464.0,21406,0,3424,24830,6611,0,23,6634,0.7891558606661582,0.7640361209265802,,0.993327531186539,7246.0,0.0,363.0,7609.0,4125.0,11734.0,1543.0,0.0,West Yorkshire and Harrogate (Health & Care Partnership) STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,3. 75-84%,0,78.9,76.4,,99.3,0
NNF09,NHS England North East And Yorkshire ,Bransholme Health Centre,0.0,0.0,7711.0,7711.0,0,0,7598,7598,0,0,113,113,0.9853456101672936,,,0.9853456101672936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Humber, Coast and Vale STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,,0,98.5,,,98.5,0
RWY,NHS England North East And Yorkshire ,Calderdale And Huddersfield NHS Foundation Trust,35633.0,0.0,0.0,35633.0,30780,0,0,30780,4853,0,0,4853,0.8638060225072265,0.8638060225072265,,,8579.0,0.0,0.0,8579.0,3889.0,12468.0,798.0,0.0,West Yorkshire and Harrogate (Health & Care Partnership) STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,2. 85-94%,0,86.4,86.4,,,0
RXP,NHS England North East And Yorkshire ,County Durham And Darlington NHS Foundation Trust,31878.0,0.0,17737.0,49615.0,19589,0,17737,37326,12289,0,0,12289,0.7523128086264235,0.6144990275425058,,1.0,10296.0,0.0,0.0,10296.0,3482.0,13778.0,3981.0,1.0,Cumbria and North East STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,4. < 75% (severe),0,75.2,61.4,,100.0,0
RP5,NHS England North East And Yorkshire ,Doncaster And Bassetlaw Teaching Hospitals NHS Foundation Trust,32164.0,0.0,11245.0,43409.0,26058,0,11229,37287,6106,0,16,6122,0.858969338155682,0.8101604278074866,,0.9985771453979546,9320.0,0.0,1237.0,10557.0,2901.0,13458.0,1707.0,0.0,South Yorkshire and Bassetlaw STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,3. 75-84%,0,85.9,81.0,,99.9,0
NNF94,NHS England North East And Yorkshire ,East Riding Community Hospital,0.0,0.0,7098.0,7098.0,0,0,7091,7091,0,0,7,7,0.9990138067061144,,,0.9990138067061144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Humber, Coast and Vale STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,,0,99.9,,,99.9,0
RR7,NHS England North East And Yorkshire ,Gateshead Health NHS Foundation Trust,21585.0,0.0,6500.0,28085.0,17731,0,6494,24225,3854,0,6,3860,0.8625600854548692,0.8214500810748204,,0.9990769230769232,4924.0,0.0,0.0,4924.0,851.0,5775.0,1063.0,0.0,Cumbria and North East STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,3. 75-84%,0,86.3,82.1,,99.9,0
NNFA7,NHS England North East And Yorkshire ,Goole & District Hospital,0.0,0.0,3852.0,3852.0,0,0,3844,3844,0,0,8,8,0.9979231568016614,,,0.9979231568016614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Humber, Coast and Vale STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,,0,99.8,,,99.8,0
RCD,NHS England North East And Yorkshire ,Harrogate And District NHS Foundation Trust,11395.0,0.0,1618.0,13013.0,9728,0,1618,11346,1667,0,0,1667,0.871897333435795,0.8537077665642826,,1.0,2992.0,0.0,0.0,2992.0,1487.0,4479.0,42.0,0.0,West Yorkshire and Harrogate (Health & Care Partnership) STP,2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,2. 85-94%,0,87.2,85.4,,100.0,0
RWA,NHS England North East And Yorkshire ,Hull University Teaching Hospitals NHS Trust,30073.0,0.0,0.0,30073.0,19437,0,0,19437,10636,0,0,10636,0.646327270308915,0.646327270308915,,,8109.0,0.0,0.0,8109.0,4310.0,12419.0,2347.0,0.0,"Humber, Coast and Vale STP",2019-20,4,2020-01-01,2019-20 Q4,NHS England North East And Yorkshire ,4. < 75% (severe),0,64.6,64.6,,,0
